0,IUPAC_name,official_name,aliases,designated_date_ja,pubchem_cid,inchi_key,effective_date,gazette_date,source_link
151,2-(jiphenylmechiru)pirorijin及び その salts,Desoxy-D2PM,,平成25年4月30日,,,,,
152,"1-[(2,2-jifuruorobenzo[d][1, 3]jiokiso-ru-5-iru)mechiru]pi perajin",DF-MDBP,,平成27年12月15日,,,,,
153,"N,N-jipuropirutoriputamine",DPT,,平成19年2月28日,,,,,
154,"(2,4-jimechiruazechijin-1-i ru)-(7-mechiru-4,6,6a,7,8,9 -hekisahidoroindoro[4,3-fg]kino rin-9-iru)metanon",LSZ;  LA-SS-Az,,令和4年8月30日,,,,,
155,2-[(jimechiruamineo)mechiru]-1-(3 -hidorokishiphenyl)shikurohekisano- ru,O-Desmethyltramadol;  O-DSMT,,平成28年11月1日,,,,,
156,"N′-(1,1-jimechiruetokishikarubo niru)-N,N-jimechirutoriputamine及 びその salts",NBoc-DMT NB-DMT,,令和7年8月29日,,,,,
157,"1-(3,4-jimechiruphenyl)-2- (echiruamineo)butan-1-on及びそ の salts","3, 4-Dimethyl-NEB;  3, 4-Dimethyl-α- ethylaminobutiophenone",,平成27年1月30日,,,,,
158,"1-(3,4-jimechiruphenyl)-2- (echiruamineo)pentan-1-on及び その salts","3, 4-Dimethyl-α- ethylaminopentiophenone",,平成27年1月30日,,,,,
159,"1-(3,4-jimechiruphenyl)-2- (pirorijin-1-iru)pentan-1- on","3, 4-Dimethyl-α-PVP",,平成27年3月25日,,,,,
160,"2-[2,5-jimethoxy-4-(torifuru oromechiru)phenyl]etanamine及び その salts",2C-TFM,,平成29年10月31日,,,,,
161,"2-(2,5-jimethoxy-4-nitorofe niru)etanamine",2C-N,,平成26年6月11日,,,,,
162,"1-(2,5-jimethoxy-4-nitorofe niru)puropan-2-amine 類",DON,,平成22年8月25日,,,,,
163,"2-(2,5-jimethoxyphenyl)etan amine",2C-H,,平成26年9月19日,,,,,
164,"1-(3,4-jimethoxyphenyl)-2- (echiruamineo)pentan-1-on及び その salts",DL-4662,,平成26年8月15日,,,,,
